name,male,female,related
Katelyn,1,1,"Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelin,Katelynn,Katlyn"
Katelynn,1,1,"Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelin,Katelyn,Katlyn"
Kateri,0,1,
Katerina,0,1,"Ekaterina,Jekaterina,Katenka,Katia,Katina,Katya,Katyusha,Yekaterina"
Katey,0,1,"Cailyn,Caleigh,Cat,Catharine,Catherine,Cathryn,Cathy,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Katharina,0,1,"Carin,Carina,Cathrin,Catrin,Ina,Kaia,Kaja,Karen,Karin,Karina,Käthe,Katherina,Kathrin,Katinka,Katrin"
Katharine,1,1,
Katharyn,0,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katey,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Kathe,0,1,
Katherina,0,1,"Cat,Catharine,Catherine,Cathrin,Cathryn,Cathy,Catrin,Ina,Kat,Kate,Katharina,Katharyn,Käthe,Katherine,Katheryn,Kathi,Kathie,Kathrin,Kathryn,Kathy,Katinka,Katrin,Kay,Kit,Kitty"
Katherine,1,1,"Cailyn,Caleigh,Cat,Catharine,Catherine,Cathryn,Cathy,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katey,Katharyn,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Katheryn,0,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katey,Katharyn,Katherine,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Katheryne,0,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Kathi,0,1,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kaylyn,Kit,Kitty"
Kathie,0,1,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kaylyn,Kit,Kitty"
Kathleen,1,1,"Caitlín,Caitlin,Cathleen,Kathlyn"
Kathlyn,0,1,Kathleen
Kathrin,0,1,"Cathrin,Catrin,Ina,Katharina,Käthe,Katherina,Katinka,Katrin"
Kathrine,0,1,"Cathrine,Catrine,Kaia,Kaja,Kari,Katarina,Katrine,Trine"
Kathryn,1,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Kathy,1,1,"Catharine,Catherine,Cathryn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kaylyn,Kit,Kitty"
Kati,0,1,"Iina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaija,Kaisa,Kaja,Kata,Katalin,Katariina,Katica,Katinka,Kató,Katri,Katriina,Katrin,Kitti,Riin,Riina,Triin,Triinu"
Katia,0,1,"Catia,Ekaterina,Jekaterina,Katenka,Katerina,Katya,Katyusha,Yekaterina"
Katie,1,1,"Cailyn,Caleigh,Cat,Catharine,Catherine,Cathryn,Cathy,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Katina,1,1,Katerina
Katja,0,1,
Katlyn,1,1,"Caitlin,Caitlyn,Kaitlin,Kaitlyn,Kaitlynn,Katelin,Katelyn,Katelynn"
Kato,1,0,
Katrin,0,1,"Cajsa,Cathrin,Cathrine,Catrin,Catrine,Ina,Kadi,Kadri,Kai,Kaia,Kaidi,Kaisa,Kaja,Kajsa,Katariina,Katarina,Katharina,Käthe,Katherina,Kathrin,Kati,Katinka,Riin,Riina,Triin,Triinu"
Katrina,1,1,Trina
Katrine,0,1,"Cathrine,Catrine,Kaia,Kaja,Kari,Katarina,Kathrine,Trine"
Katy,1,1,"Cailyn,Caleigh,Cat,Catharine,Catherine,Cathryn,Cathy,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Katya,0,1,"Ekaterina,Jekaterina,Katenka,Katerina,Katia,Katyusha,Yekaterina"
Kavi,1,1,
Kavita,0,1,
Kay,1,1,"Cai,Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kai,Kaila,Kailee,Kailey,Kailyn,Kaj,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Kaya,1,1,
Kaycee,1,1,"Kacey,Kacie"
Kayden,1,1,"Caden,Caiden,Cayden,Kaden,Kaeden,Kaiden"
Kaydence,1,1,Cadence
Kaye,1,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Kay,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Kayin,1,1,
Kayla,1,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Kay,Kaye,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Kaylani,0,1,Kehlani
Kayleah,0,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Katharyn,Katherine,Katheryn,Kathryn,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila"
Kaylee,1,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Kay,Kaye,Kayla,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Kayleen,0,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Kay,Kaye,Kayla,Kaylee,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila,Kit,Kitty"
Kayleigh,1,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Katharyn,Katherine,Katheryn,Kathryn,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila"
Kayley,0,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Katharyn,Katherine,Katheryn,Kathryn,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kaylie,Kaylin,Kaylyn,Kaylynn,Keila"
Kaylie,0,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Katharyn,Katherine,Katheryn,Kathryn,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylin,Kaylyn,Kaylynn,Keila"
Kaylin,1,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Katharyn,Katherine,Katheryn,Kathryn,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylyn,Kaylynn,Keila"
Kaylyn,1,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Kat,Kate,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylynn,Keila,Kit,Kitty"
Kaylynn,1,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Katharyn,Katherine,Katheryn,Kathryn,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Keila"
Kayson,1,1,"Cason,Cayson,Kaison,Kasen,Kason"
Kazuo,1,0,
Keala,1,1,
Kean,1,0,"Cian,Cianán,Keane,Keenan"
Keane,1,0,"Cian,Cianán,Kean"
Keanna,0,1,"Anissa,Anna"
Keanu,1,1,
Keara,0,1,"Keira,Kiara,Kiarra,Kiera,Kierra,Kira,Kyra"
Keaton,1,1,
Keefe,1,0,
Keegan,1,1,Kegan
Keelan,1,1,"Caoileann,Caoilfhionn,Caoilinn,Keelin"
Keeley,1,1,Keely
Keelin,1,1,"Caoileann,Caoilfhionn,Caoilinn,Keelan"
Keely,1,1,Keeley
Keenan,1,1,"Cian,Cianán,Kean,Keane"
Keeva,0,1,"Caoimhe,Keavy"
Kegan,1,1,Keegan
Kehlani,1,1,Kaylani
Kei,1,1,
Keiko,0,1,
Keila,0,1,"Cailyn,Caleigh,Catharine,Catherine,Cathryn,Kaelyn,Kaila,Kailee,Kailey,Kailyn,Kaleigh,Kaley,Kali,Kalie,Kalyn,Katharyn,Katherine,Katheryn,Kathryn,Kay,Kaye,Kayla,Kaylee,Kayleen,Kayleigh,Kayley,Kaylie,Kaylin,Kaylyn,Kaylynn"
Keir,1,1,
Keira,1,1,"Keara,Kiara,Kiarra,Kiera,Kierra,Kira,Kyra"
Keiran,1,1,"Kieran,Kieron"
Keisha,1,1,"Keshia,Kisha,Lakeisha,Lakeshia,Lakisha"
Keith,1,1,
Keitha,0,1,
Kekoa,1,1,
Kelan,1,0,Caolán
Kelcey,1,1,
Kelia,0,1,
Kellan,1,1,Kellen
Kellen,1,1,Kellan
Kelley,1,1,"Kelli,Kellie,Kelly"
Kelli,1,1,"Kelley,Kellie,Kelly"
Kellie,1,1,"Kelley,Kelli,Kelly"
Kelly,1,1,"Ceallach,Ceallachán,Ceallagh,Kelley,Kelli,Kellie"
Kelsey,1,1,"Kelsi,Kelsie"
Kelsi,0,1,"Kelsey,Kelsie"
Kelsie,1,1,"Kelsey,Kelsi"
Kelvin,1,1,
Kemp,1,0,
Kemuel,1,0,
Ken,1,1,"Kenneth,Kennith,Kenny"
Kenan,1,1,
Kendal,1,1,
Kendall,1,1,
Kendra,1,1,
Kendrick,1,1,
Kenith,1,0,"Ken,Kenneth,Kennith,Kenny"
Kenji,1,1,
Kenna,1,1,Kenina
Kennard,1,0,
Kennedi,1,1,Kennedy
Kennedy,1,1,Kennedi
Kenneth,1,1,"Cináed,Coinneach,Ken,Kennet,Kennith,Kenny"
Kennith,1,1,"Ken,Kenneth,Kenny"
Kenny,1,1,"Cináed,Coinneach,Ken,Kenneth,Kennith"
Kenrick,1,0,Kendrick
Kent,1,1,
Kenta,1,1,
Kenton,1,0,
Kenya,1,1,
Kenyon,1,1,
Kenzie,1,1,
Kenzo,1,1,"Kenzō,Kenzou"
Keone,1,0,
Keoni,1,1,
Keren,0,1,
Keri,1,1,"Kerri,Kerrie"
Kermit,1,1,
Kerri,1,1,"Keri,Kerrie"
Kerrie,1,1,"Keri,Kerri"
Kerry,1,1,
Kerstin,0,1,"Christina,Christine,Kersti,Kia,Kjerstin,Kristin,Kristina,Kristine,Stina"
Kesha,1,1,"Innokenti,Innokentiy,Innokenty"
Keshaun,1,1,Deshaun
Keshawn,1,1,"Deshawn,Rashawn"
Keshia,1,1,"Keisha,Kisha,Lakeisha,Lakeshia,Lakisha"
Keturah,0,1,
Kevan,1,1,"Caoimhín,Cóemgein,Kevin"
Kevin,1,1,"Caoimhín,Cóemgein,Kev,Kevan"
Kevyn,1,1,"Kev,Kevin"
Keysha,0,1,"Keisha,Keshia,Kisha,Lakeisha,Lakeshia,Lakisha"
Kezia,0,1,
Keziah,1,1,
Khadija,0,1,"Khadiga,Khadijah"
Khadijah,1,1,"Khadiga,Khadija,Khatijah"
Khaled,1,0,Khalid
Khaleel,1,0,Khalil
Khaleesi,0,1,
Khalid,1,0,Khaled
Khalil,1,1,Khaleel
Khalilah,0,1,
Khaliq,1,0,
Khanh,1,1,
Khloe,1,1,Chloe
Khushi,0,1,
Ki,1,1,
Kia,1,1,"Christina,Christine,Kersti,Kerstin,Kjerstin,Kristin,Kristina,Kristine,Stina"
Kian,1,1,
Kiana,1,1,"Qiana,Quiana"
Kiara,1,1,"Keara,Keira,Kiarra,Kiera,Kierra,Kira,Kyra"
Kiarra,0,1,"Keara,Keira,Kiara,Kiera,Kierra,Kira,Kyra"
Kiefer,1,0,
Kiera,1,1,"Ciara,Keara,Keira,Kiara,Kiarra,Kierra,Kira,Kyra"
Kieran,1,1,"Ciar,Ciarán,Kieron,Kyran"
Kieron,1,0,"Ciar,Ciarán,Kieran,Kyran"
Kierra,1,1,"Keara,Keira,Kiara,Kiarra,Kiera,Kira,Kyra"
Kiersten,1,1,"Kiki,Kirsten"
Kiki,1,1,"Aliki,Angeliki,Chris,Chrissie,Chrissy,Christa,Christel,Christi,Christiana,Christiane,Christie,Christin,Christina,Christine,Christy,Evridiki,Ina,Kiersten,Kirsten,Kris,Krista,Kristi,Kristiane,Kristie,Kristin,Kristina,Kristine,Kristy,Krystina,Kyriake,Kyriaki,Tina,Vasia,Vasiliki,Vaso,Vassiliki,Vasso"
Kiley,1,1,"Kylee,Kyleigh,Kylie"
Kilian,1,1,"Cillian,Cillín,Killian,Lian"
Killian,1,1,"Cillian,Cillín,Kilian"
Kim,1,1,"Aki,Joakim,Jooa,Kimball,Kimberlee,Kimberley,Kimberly,Kimi,Kimmie,Kimmy"
Kimball,1,1,Kim
Kimberlee,0,1,"Kim,Kimberley,Kimberly,Kimmie,Kimmy"
Kimberleigh,0,1,"Kim,Kimberlee,Kimberley,Kimberly,Kimmie,Kimmy"
Kimberley,1,1,"Kim,Kimberlee,Kimberly,Kimmie,Kimmy"
Kimberly,1,1,"Kim,Kimberlee,Kimberley,Kimmie,Kimmy"
Kimberlyn,0,1,
Kimbra,0,1,"Kim,Kimberlee,Kimberley,Kimberly,Kimmie,Kimmy"
Kimi,1,1,"Aki,Joakim,Jooa,Kim"
Kimiko,0,1,
Kimmie,1,1,"Kim,Kimberlee,Kimberley,Kimberly,Kimmy"
Kimmy,1,1,"Kim,Kimberlee,Kimberley,Kimberly,Kimmie"
Kimo,1,0,
King,1,1,
Kingsley,1,1,
Kingston,1,1,
Kinley,1,1,
Kinsley,1,1,
Kip,1,1,
Kira,1,1,"Keara,Keira,Kiara,Kiarra,Kiera,Kierra,Kyra"
Kiran,1,1,
Kirby,1,1,
Kiri,0,1,
Kirk,1,1,
Kirsten,1,1,"Christina,Christine,Kiersten,Kiki,Kine,Kirstine,Kjersti,Kjerstin,Kristin,Kristina,Kristine,Stina,Stine,Tine"
Kirsti,0,1,"Iina,Kirsi,Krista,Kristiina,Stiina,Tiina"
Kirstie,0,1,"Cairistìona,Kirsteen,Kirstin,Kirsty"
Kirstin,0,1,"Cairistìona,Kirsteen,Kirstie,Kirsty"
Kirsty,0,1,"Cairistìona,Kirsteen,Kirstie,Kirstin"
Kisha,1,1,"Keisha,Keshia,Lakeisha,Lakeshia,Lakisha"
Kishan,1,0,Krishna
Kit,1,1,"Cat,Catharine,Catherine,Cathryn,Cathy,Chip,Chris,Christopher,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kaylyn,Kitty,Kris,Kristopher,Topher"
Kitty,0,1,"Cat,Catharine,Catherine,Cathryn,Cathy,Kat,Kate,Katey,Katharyn,Katherine,Katheryn,Kathi,Kathie,Kathryn,Kathy,Katie,Katy,Kay,Kaye,Kayla,Kaylee,Kayleen,Kaylyn,Kit"
Kiyoko,0,1,
Kiyoshi,1,1,
Kizzie,0,1,Kizzy
Kizzy,1,1,Kizzie
Klara,0,1,Clara
Klaudia,0,1,
Klaus,1,0,"Claus,Nico,Nicolaus,Niklaus,Niko,Nikolaus"
Knox,1,1,
Knute,1,0,
Koa,1,1,
Kobe,1,1,
Koby,1,1,"Coby,Jacob,Jake,Jaycob,Jeb"
Kodey,1,1,"Codie,Cody,Coty,Kody"
Kody,1,1,"Codie,Cody,Coty"
Koen,1,1,"Coenraad,Koenraad,Koert"
Kofi,1,1,
Koji,1,0,"Kōji,Kouji"
Kolby,1,1,Colby
Kole,1,1,Cole
Kolleen,0,1,"Coleen,Colleen"
Kolton,1,0,"Colten,Colton"
Konnor,1,1,"Conner,Connor"
Konrad,1,0,"Conrad,Cord,Kondrat,Kuno,Kurt"
Konstantin,1,0,"Konsta,Kosta,Kostadin,Kostya"
Konstantinos,1,0,"Costas,Gus,Konstadinos,Kostas,Kostis"
Kora,0,1,"Cora,Cordula,Corina,Corinna,Cornelia,Kornelia,Lia,Nele,Nelly"
Korbin,1,1,Corbin
Korey,1,1,"Corey,Kory"
Kori,1,1,"Cori,Corie,Corrie"
Korina,0,1,
Korrine,0,1,"Corine,Corinne,Corrine"
Kortney,1,1,"Cortney,Courtney,Kourtney"
Kory,1,1,"Corey,Korey"
Kota,1,1,
Kou,1,1,
Kourtney,1,1,"Cortney,Courtney,Kortney"
Kris,1,1,"Chip,Chris,Chrissie,Chrissy,Christa,Christi,Christian,Christiana,Christie,Christina,Christine,Christoffer,Christopher,Christy,Ina,Kiki,Kit,Kresten,Krista,Kristi,Kristian,Kristie,Kristina,Kristine,Kristoffer,Kristopher,Kristy,Krystina,Tina,Topher"
Krishna,1,1,"Kannan,Kishan"
Kriss,1,1,
Krista,1,1,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christiane,Christie,Christina,Christine,Christy,Iina,Ina,Kiki,Kirsi,Kirsti,Kris,Kristel,Kristi,Kristiāna,Kristiane,Kristie,Kristiina,Kristin,Kristīna,Kristina,Kristīne,Kristine,Kristy,Krystina,Stiina,Tiina,Tina"
Kristal,0,1,"Christal,Chrystal,Crystal,Krystal,Krystle"
Kristeen,0,1,"Chris,Chrissie,Chrissy,Christi,Christie,Christine,Christy,Kiki,Kris,Kristi,Kristie,Kristine,Kristy"
Kristel,0,1,"Chris,Christel,Christina,Christine,Ina,Krista,Kristi,Kristiina,Kristina,Stien,Tiina,Tina,Tineke"
Kristen,1,1,"Christen,Cristen,Kristin,Krysten"
Kristi,1,1,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christine,Christy,Ina,Kiki,Kris,Krista,Kristel,Kristie,Kristiina,Kristina,Kristine,Kristy,Krystina,Tiina,Tina"
Kristian,1,1,"Chris,Christer,Christian,Hristiyan,Hristo,Kresten,Kris,Krister,Kristiyan,Risto"
Kristiana,0,1,
Kristie,1,1,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christine,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristina,Kristine,Kristy,Krystina,Tina"
Kristin,1,1,"Chris,Christel,Christen,Christiane,Christin,Christina,Christine,Cristen,Kersti,Kerstin,Kia,Kiki,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Krista,Kristen,Kristiane,Kristina,Kristine,Krysten,Stina,Stine,Tine"
Kristina,1,1,"Chris,Chrissie,Chrissy,Christa,Christel,Christi,Christiana,Christiane,Christie,Christin,Christina,Christine,Christy,Hristina,Ina,Inja,Kersti,Kerstin,Kia,Kiki,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Kris,Krista,Kristel,Kristi,Kristiane,Kristie,Kristiina,Kristin,Kristine,Kristy,Krystina,Stina,Stine,Tiina,Tina,Tine,Tinkara"
Kristine,1,1,"Chris,Chrissie,Chrissy,Christa,Christel,Christi,Christiane,Christie,Christin,Christina,Christine,Christy,Ina,Kersti,Kerstin,Kia,Kiki,Kine,Kirsten,Kirstine,Kjersti,Kjerstin,Kris,Kristi,Kristiane,Kristie,Kristin,Kristina,Kristy,Stina,Stine,Tine"
Kristofer,1,0,
Kristoffer,1,0,"Chris,Christoffer,Kris"
Kristofor,1,0,"Kristo,Krsto"
Kristopher,1,1,"Chip,Chris,Christopher,Kit,Kris,Topher"
Kristy,1,1,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christine,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristie,Kristina,Kristine,Krystina,Tina"
Kristyna,0,1,
Krystal,1,1,"Christal,Chrystal,Crystal,Kristal,Krystle"
Krysten,0,1,"Christen,Cristen,Kristen,Kristin"
Krystian,1,1,
Krystina,0,1,"Chris,Chrissie,Chrissy,Christa,Christi,Christiana,Christie,Christina,Christy,Ina,Kiki,Kris,Krista,Kristi,Kristie,Kristina,Kristy,Tina"
Krystine,0,1,"Chris,Chrissie,Chrissy,Christi,Christie,Christine,Christy,Kiki,Kris,Kristi,Kristie,Kristine,Kristy"
Krystle,1,1,"Christal,Chrystal,Crystal,Kristal,Krystal"
Krystyn,0,1,Krystian
Krystyna,0,1,Krysia
Kunal,1,0,
Kurt,1,1,"Conrad,Cord,Curt,Konrad,Kuno"
Kurtis,1,1,"Curt,Curtis"
Kwabena,1,0,Kobina
Kwame,1,1,
Kwasi,1,0,Kwesi
Kwesi,1,0,Kwasi
Kyla,1,1,
Kyle,1,1,
Kylee,1,1,"Kiley,Kyleigh,Kylie"
Kyleigh,1,1,"Kiley,Kylee,Kylie"
Kyler,1,1,
Kylian,1,1,
Kylie,1,1,"Kiley,Kylee,Kyleigh"
Kym,1,1,"Kim,Kimberlee,Kimberley,Kimberly,Kimmie,Kimmy"
Kyra,1,1,"Keara,Keira,Kiara,Kiarra,Kiera,Kierra,Kira"
Kyran,1,1,"Ciar,Ciarán,Kieran,Kieron"
Kyrie,1,1,
Kyro,1,0,"Cairo,Kairo"
Kyrsten,0,1,"Kiersten,Kiki,Kirsten"
Kyson,1,0,Kaison
Laban,1,0,Lebanah
Lacey,1,1,
Lachlan,1,1,"Lachie,Lauchlan,Lockie"
Laci,0,1,"Lacy,László"
Lacy,1,1,Laci
Ladonna,0,1,
Lady,0,1,
Lael,1,1,
Laia,0,1,
Laila,1,1,"Aila,Aili,Helga,Layla,Leila,Lela,Leyla,Lila,Lilah,Lyla,Lylah"
Laine,1,1,
Lainey,0,1,"Elaina,Elaine,Laney"
Laird,1,0,
Lake,1,1,
Lakeisha,1,1,"Keisha,Keshia,Kisha,Lakeshia,Lakisha"
Lakeshia,0,1,"Keisha,Keshia,Kisha,Lakeisha,Lakisha"
Lakisha,1,1,"Keisha,Keshia,Kisha,Lakeisha,Lakeshia"
Lakshmi,0,1,Laxmi
Lala,0,1,Lalka
Lalita,0,1,
Lalo,1,0,"Edu,Eduardo"
Lamar,1,1,
Lambert,1,0,"Lammert,Lamprecht,Landebert"
Lamia,0,1,
Lamont,1,1,
Lamya,0,1,
Lan,1,1,"Milan,Miloš"
Lana,1,1,"Alaina,Alana,Alanna,Alannah,Alayna,Allyn,Sveta,Svetka,Svetlana,Svjetlana"
Lance,1,1,Lanny
Lancelot,1,0,
Landen,1,1,"Landon,Landyn,Lanny"
Landon,1,1,"Landen,Landyn,Lanny"
Landyn,1,1,"Landen,Landon,Lanny"
Lane,1,1,Layne
Laney,1,1,"Elaina,Elaine,Lainey"
Langdon,1,1,
Lani,1,1,
Lanny,1,1,"Lance,Landen,Landon,Landyn"
Lara,1,1,"Larisa,Larissa,Larunda"
Laraine,0,1,"Loraine,Lorayne,Lori,Lorie,Lorraine,Lorri,Lorrie"
Lari,1,1,Ilari
Larisa,0,1,"Lara,Larissa,Larysa"
Larissa,0,1,"Lara,Larisa"
Lark,1,1,
Larkin,1,1,Law
Larrie,1,1,"Larry,Lauren,Laurence,Laurie,Lawrence,Lawrie,Laz,Loren,Lorin"
Larry,1,1,"Larrie,Lauren,Laurence,Laurie,Lawrence,Lawrie,Laz,Loren,Lorin"
Lars,1,0,
Lasha,0,1,
Lashawn,1,1,
Lashay,1,1,
Lashonda,0,1,
Lassie,0,1,
Laszlo,1,0,
Latanya,1,1,
Latasha,1,1,
Lateefah,0,1,"Latifa,Latifah"
Latifa,0,1,"Lateefah,Latifah"
Latifah,0,1,"Lateefah,Latifa"
Latisha,1,1,Tisha
Latonya,1,1,
Latoya,1,1,Toya
